id,lote,partida_especifica,partida,descripcion,cantidad,unidad,marca,precio_unitario,subtotal,proveedor,medida,codigo
55,9,246,134,"CARETA PARA SOLDAR COLOR NEGRO CON LENTE ABATIBLE, PARA SOLDAR CON ELECTRODO, PROTECCIÓN TOTAL DE CARA Y CUELLO VENTANILLA MÓVIL, CON LENTES INTERCAMBIABLES SUSPENSIÓN TIPO MATRACA, FABRICADA EN PLÁSTICO CON SUSPENSIÓN DE AJUSTE TIPO MATRACA, CUMPLE CON NORMA ANSI Z87.1. SEGÚN MUESTRA AC22.",1,Pieza,Truper,302.37,302.37,beyram,P,46181703
56,9,246,135,"IMPERMEABLE TIPO GABARDINA COLOR AMARILLO, FABRICADO EN PVC DE 5 CM DE ESPESOR EN BRAZOS, FORRO INTERIOR DE POLIÉSTER, CAPUCHA AJUSTABLE CON CORDÓN, CIERRE Y/O BROCHES A PRESIÓN PARA EL CIERRE DE LA PRENDA CAPA DE VENTILACIÓN EN ESPALDA Y ABERTURAS BAJO LOS BRAZOS BOLSILLOS DE PARCHE CON SOLAPA AL FRENTE. SEGÚN MUESTRA AC28.",1,Pieza,"Mr Seguridad",254.96,254.96,beyram,P,23141607
57,9,246,136,"CONJUNTO IMPERMEABLE DE DOS PIEZAS COLOR AMARILLO: CHAMARRA QUE INCLUYE AJUSTE CON CORDÓN, CIERRE TIPO ZIPPER REFORZADO DE PLÁSTICO, SOLAPA CON 4 BROCHES DE AJUSTE A PRESIÓN, CAPUCHA, PANTALÓN CON AJUSTE ELÁSTICO EN LA CINTURA, REFUERZO EN ENTREPIERNA; AJUSTE DE BROCHES EN MUÑECAS Y PIERNAS, REFLEJANTES DE 2""/5 CM PLASTIFICADOS EN BRAZOS Y PIERNAS. SEGÚN MUESTRA AC131.",1,Conjunto,"Mr Seguridad",213.43,213.43,beyram,D,23141607
58,9,246,137,"JUEGO DE IMPERMEABLE UNISEX TIPO DEPORTIVO, CONFECCIONADO EN TELA 100 % POLIÉSTER; CHAMARRA COLOR VERDE OLIVO, CON REFLEJANTE AL FRENTE A LA ALTURA DE LOS HOMBROS, Y EN ESPALDA, CON DOS BOLSAS LATERALES, CIERRE DE CARRO METÁLICO AL FRENTE PARA AJUSTE, RESORTE EN PUÑOS, CUELLO ALTO CON GORRO; PANTS COLOR NEGRO LISO, AJUSTE ELÁSTICO EN CINTURA, DOS BOLSAS LATERALES, REFLEJANTE AL FRENTE. SEGÚN MUESTRA AC102.",1,Juego,Journal,671.12,671.12,beyram,J,23141607
59,9,246,138,"CHAMARRA IMPERMEABLE UNISEX TIPO DEPORTIVO, CONFECCIONADO EN TELA 100 % POLIÉSTER; CHAMARRA COLOR VERDE OLIVO, CON REFLEJANTE AL FRENTE A LA ALTURA DE LOS HOMBROS, Y EN ESPALDA, CON DOS BOLSAS LATERALES, CIERRE DE CARRO METÁLICO AL FRENTE PARA AJUSTE, RESORTE EN PUÑOS. SEGÚN MUESTRA AC107.",1,Pieza,Journal,421.43,421.43,beyram,P,23141607
60,9,246,139,"AHUYENTADOR DE PERROS FABRICADO PLÁSTICO RESISTENTE A IMPACTOS, PORTÁTIL, COMPACTO Y LIGERO, FUNCIONA CON BATERÍA DE 9V. SEGÚN MUESTRA AC34.",1,Pieza,Dazzer,1367.53,1367.53,beyram,P,60131105
61,9,246,140,"GUANTE DE LÁTEX 100% NATURAL, COLOR NEGRO DE USO INDUSTRIAL Y LABORATORIOS, PARA MANEJO DE ÁCIDOS Y PRODUCTOS QUÍMICOS, PUÑO ENROLLADO, PUÑO EXTRA LARGO PARA PROTECCIÓN DE ANTEBRAZO. SEGÚN MUESTRA AC26.",1,Par,Truper,171.74,171.74,beyram,A,42132200
62,9,246,141,"GUANTE DE LÁTEX NATURAL COLOR NARANJA, PUÑO LARGO Y SUPERFICIE DE PALMA ANTIDERRAPANTE, PARA LIMPIEZA DOMÉSTICA, DETERGENTES, JABONES Y PRODUCTOS QUÍMICOS LIGEROS. SEGÚN MUESTRA AC27.",1,Par,Truper,43.19,43.19,beyram,A,42132200
63,9,246,142,"GUANTE DE LÁTEX COLOR NEGRO PARA TRABAJOS DE PINTADO Y ACTIVIDADES DE AGRICULTURA, INTERIOR AFELPADO CON PUÑO LARGO. SEGÚN MUESTRA AC74.",1,Par,Truper,168.56,168.56,beyram,A,42132200
64,9,246,143,"GUANTE DE LÁTEX PARA EXPLORACIÓN ESTÉRIL, DESECHABLE, AMBIDIESTRO, ATOXICO EN COLOR NATURAL, PUÑO ENROLLADO, AJUSTE CÓMODO. SEGÚN MUESTRA AC42.",1,Par,Ambiderm,7.37,7.37,beyram,A,42132200
65,9,246,144,"GUANTES DE CARNAZA UNITALLA PARA SOLDADURA Y HERRERÍA, PUÑO LARGO PARA PROTECCIÓN EN ANTEBRAZO, CON FORRO INTERNO TEXTIL, PROTECCIÓN ADICIONAL CONTRA CHISPAS Y SALPICADURAS AL SOLDAR. SEGÚN MUESTRA AC37.",1,Par,Truper,218.09,218.09,beyram,A,46181504
66,9,246,145,"GUANTE DE CARNAZA UNITALLA PARA ELECTRICISTA Y PROCESO DE SOLDADURA LIGERA, PUÑO CORTO CON AJUSTE EN MUÑECA, REFUERZO EN PALMAS. SEGÚN MUESTRA AC38.",1,Par,Truper,149.61,149.61,beyram,A,46181504
67,9,246,146,"GUANTE DE CARNAZA COLOR AMARILLO UNITALLA, PUÑOS DE SEGURIDAD, IDEAL PARA MANEJO DE MATERIALES DE CONSTRUCCIÓN. SEGÚN MUESTRA AC39.",1,Par,Pretul,132.75,132.75,beyram,A,46181504
68,9,246,147,"GUANTE DIELÉCTRICO COLOR AMARILLO, PIEL VACUNA, CON AJUSTADOR EN MUÑECA, MANEJO DE HERRAMIENTAS ELÉCTRICAS. SEGÚN MUESTRA AC49.",1,Par,S/M,106.40,106.40,beyram,A,46181504
69,9,246,148,"GUANTES UNITALLA EN COLOR BLANCO, FABRICADOS EN ALGODÓN CON APLICACIONES DE PUNTOS NEGROS DE PVC, TEJIDO ELÁSTICO EN MUÑECA. SEGÚN MUESTRA AC17.",1,Par,Pretul,54.78,54.78,beyram,A,46181504
70,9,246,149,"GUANTE PARA MANEJO DE ARCHIVOS BLANCO, FABRICADO EN TELA 100 % ALGODÓN PARA MANEJO DE ARCHIVO. SEGÚN MUESTRA AC59.",1,Par,S/M,40.04,40.04,beyram,A,46181504
71,9,246,150,"GUANTE PARA MOTOCICLISTA COLOR NEGRO, CONFECCIONADO EN 60% POLIÉSTER 20% NYLON 20% POLIVINILO, DISEÑO DEPORTIVO, RESISTENTES A LA ABRASIÓN, PROTECCIÓN EN NUDILLOS, ANTIDERRAPANTE EN PALMA Y AJUSTE EN LA MUÑECA DE VELCRO. SEGÚN MUESTRA AC53.",1,Par,Roda,703.79,703.79,beyram,A,46181504
72,9,246,151,"GUANTE PARA EL FRIO UNISEX, COLOR NEGRO, FABRICADO EN 100% POLIÉSTER CON FORRO TEXTIL, CON AJUSTADOR DE HEBILLA, APLICACIONES DE PUNTOS NEGROS EN LA PALMA ANTIDERRAPANTE. SEGÚN MUESTRA AC57.",1,Par,S/M,463.57,463.57,beyram,A,46181504
73,9,246,152,"GUANTE DE MEDIO DEDO PARA PESISTA COLOR NEGRO, CONFECCIONADO EN PIEL, FORRO SINTÉTICO, CON AJUSTADOR VELCRO CON DISEÑO ERGONÓMICO. SEGÚN MUESTRA AC60.",1,Par,S/M,580.51,580.51,beyram,A,46181504
74,9,246,153,"CUBRE BOCA EN BLANCO Y AZUL DE ALGODÓN, CON TRES PLIEGUES AL CENTRO PARA MEJOR AJUSTE, DE TELA NO TEJIDA DESECHABLE SELLADO AL CALOR PARA MAYOR PROTECCIÓN, BANDA ELÁSTICA. SEGÚN MUESTRA AC41.",1,Pieza,S/M,6.32,6.32,beyram,P,42131606
75,9,246,154,"GORRO PARA PANADERO EN COLOR NEGRO, CONFECCIONADO EN TELA 65% POLIÉSTER 35% ACRÍLICO. SEGÚN MUESTRA AC113.",1,Pieza,Journal,90.60,90.60,beyram,P,46181522
76,9,246,155,"MANDIL PARA COCINERO EN FABRICADO EN TELA 100% POLIÉSTER, TRES BOLSAS AL FRENTE, CINTA AL CUELLO, CINTAS PARA AJUSTE EN LA CINTURA. SEGÚN MUESTRA AC112.",1,Pieza,Journal,132.75,132.75,beyram,P,46181501
77,9,246,156,"MANDIL DE CARNAZA PARA SOLDAR COLOR AMARILLO, CORTE VACUNO, CINTAS PARA AJUSTE DE CINTURA Y CINTA EN CUELLO. SEGÚN MUESTRA AC51.",1,Pieza,S/M,276.04,276.04,beyram,P,46181501
78,9,246,157,"MANDIL DE HULE COLOR NEGRO, FLEXIBLE, PARA PROTECCIÓN DE PRENDAS DE VESTIR CONTRA SUSTANCIAS NO CORROSIVAS, CINTA PARA EL CUELLO Y CINTAS PARA AJUSTE EN LA CINTURA. SEGÚN MUESTRA AC55.",1,Pieza,S/M,179.10,179.10,beyram,P,46181501
79,9,246,158,"JUEGO DE PROTECCIÓN UNISEX PARA MOTOCICLISTA 100% POLIÉSTER, COMPUESTO DE: CHAMARRA Y PANTALÓN. CHAMARRA:  CON VENTILACIÓN EN HOMBROS Y ESPALDA PARTE ALTA, CIERRE DE CARRO METÁLICO AL FRENTE PARA AJUSTE Y VELCRO EN CUELLO PARA AJUSTE, AJUSTE DE PUÑOS EN VELCRO Y CIERRE, PROTECCIÓN EN HOMBROS, ANTE BRAZOS Y ESPALDA, DOS BOLSILLOS AL FRENTE A LA ALTURA DEL ABDOMEN CON CIERRE, DOS BOLSAS INTERNAS, TIPO PARCHE Y CON CIERRE, AJUSTE DE CINTURA CON VELCRO Y CIERRE. PANTALÓN:  PROTECCIONES EN MUSLO Y RODILLAS, DOS BOLSAS AL FRENTE CON CIERRE, AJUSTE DE CIERRE, VELCRO Y BROCHE AL FRENTE, CINTURA CON RESORTE Y AJUSTE DE VELCRO, AJUSTE DE TOBILLO CON VELCRO, VENTILACIÓN EN AMBAS PIERNAS. SEGÚN MUESTRA AC76.",1,Juego,"Rm Tech",7649.96,7649.96,beyram,J,49221503
80,2,244,21,"CAMISA DE VESTIR MANGA LARGA PARA CABALLERO COLOR AZUL MARINO, LISA, COMPOSICIÓN 100% POLIÉSTER, CUELLO FUSIONADO, PUÑOS FUSIONADOS CON DOBLE BOTÓN DE AJUSTE, SIETE BOTONES DE AJUSTE EN COLOR AZUL REY, FALDÓN CURVO, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO. SEGÚN MUESTRA CV10.",1,Pieza,"MICHEL BLANC",693.16,693.16,SPAHER,P,53101602
81,2,244,22,"CAMISA DE VESTIR MANGA LARGA PARA CABALLERO COLOR ARENA, DISEÑO TIPO JASPEADO, COMPOSICIÓN 60% POLIÉSTER 40% ALGODÓN, CUELLO FUSIONADO, PUÑOS FUSIONADOS CON DOBLE BOTÓN DE AJUSTE, SIETE BOTONES DE AJUSTE EN COLOR BLANCO CON CAFÉ, FALDÓN CURVO, UN BOTÓN DE REPUESTO, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO. SEGÚN MUESTRA CV13.",1,Pieza,"MICHEL BLANC",693.15,693.15,SPAHER,P,53101602
82,2,244,23,"CAMISA DE VESTIR MANGA LARGA PARA CABALLERO COLOR AZUL MARINO, DISEÑO A CUADROS EN COLORES MOSTAZA Y BLANCO, COMPOSICIÓN 60% POLIÉSTER 40% ALGODÓN, CUELLO FUSIONADO, PUÑOS FUSIONADOS CON DOBLE BOTÓN DE AJUSTE, SIETE BOTONES DE AJUSTE EN COLOR MOSTAZA, FALDÓN CURVO, DOS BOTONES DE REPUESTO, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO. SEGÚN MUESTRA CV21.",1,Pieza,"MICHEL BLANC",693.16,693.16,SPAHER,P,53101602
83,2,244,24,"CAMISA DE VESTIR MANGA LARGA PARA CABALLERO COLOR BLANCO, ESTAMPADO DE LÍNEAS EN COLOR AZUL FRANCIA, AZUL REY Y AZUL MARINO, COMPOSICIÓN 100% ALGODÓN, CUELLO FUSIONADO, PUÑOS FUSIONADOS CON DOBLE BOTÓN DE AJUSTE, SIETE BOTONES DE AJUSTE EN COLOR AZUL FRANCIA, FALDÓN CURVO, DOS BOTONES DE REPUESTO, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO. SEGÚN MUESTRA CV36.",1,Pieza,"MICHEL BLANC",693.16,693.16,SPAHER,P,53101602
84,2,244,25,"CAMISA DE VESTIR MANGA LARGA PARA CABALLERO COLOR BLANCO, ESTAMPADO DE LÍNEAS, EN VERTICAL COLOR CELESTE, EN HORIZONTAL EN COLOR VERDE LIMÓN, COMPOSICIÓN 60% POLIÉSTER 40% ALGODÓN, CUELLO FUSIONADO CON DOS BOTONES DE AJUSTE, PUÑOS FUSIONADOS CON DOBLE BOTÓN DE AJUSTE, SIETE BOTONES DE AJUSTE EN COLOR CELESTE, FALDÓN CURVO, DOS BOTONES DE REPUESTO, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO. SEGÚN MUESTRA CV43.",1,Pieza,"MICHEL BLANC",693.16,693.16,SPAHER,P,53101602
85,2,244,26,"CAMISOLA DE GABARDINA MANGA LARGA PARA CABALLERO COLOR CAQUI, COMPOSICIÓN 40% POLIÉSTER 60% ALGODÓN, CON DOS PORTAS CHARRETERAS CON BOTÓN PLÁSTICO, DOS BOLSILLOS CON BOTÓN PLÁSTICO A LA ALTURA DEL PECHO, PUÑOS FUSIONADOS CON BOTÓN DE AJUSTE PLÁSTICO Y PINZA EN MANGA. SEGÚN MUESTRA CG01.",1,Pieza,GACELA,365.86,365.86,SPAHER,P,53101602
86,2,244,27,"CAMISA DE MEZCLILLA MANGA LARGA PARA CABALLERO COLOR AZUL CLARO, CONFECCIONADA 100% ALGODÓN, BOLSILLO CON BOTÓN PLÁSTICO A LA ALTURA DEL PECHO LADO IZQUIERDO, PUÑOS FUSIONADOS CON BOTÓN DE AJUSTE PLÁSTICO, ALETILLA Y SIETE BOTONES PLÁSTICOS AL FRENTE. SEGÚN MUESTRA CM01.",1,Pieza,FERRUCHE,449.88,449.88,SPAHER,P,53101602
87,3,244,28,"BLUSA DE VESTIR PARA DAMA, SIN MANGA, COLOR LIMÓN, CONFECCIONADA EN TELA 100% POLIÉSTER, CUELLO REDONDO, DOS BOTONES DE AJUSTE EN LA ESPALDA A LA ALTURA DEL CUELLO EN COLOR PLATA, CINTA Y RESORTE EN LA PARTE INFERIOR PARA AJUSTE. SEGÚN MUESTRA BV01.",1,Pieza,VANITY,715.37,715.37,SPAHER,P,53101604
88,3,244,29,"BLUSA DE VESTIR PARA DAMA SIN MANGA, COLOR FUCSIA, CONFECCIONADA EN TELA 100% POLIÉSTER, CUELLO TIPO SPORT CON CINTA DECORATIVA, ESCOTE EN “V”, FALDÓN SEMI CURVO, CORTE CON SILUETA. SEGÚN MUESTRA BV10.",1,Pieza,VANITY,676.75,676.75,SPAHER,P,53101604
89,3,244,30,"BLUSA DE VESTIR PARA DAMA MANGA LARGA, COLOR AZUL MULTI DEGRADADO, CONFECCIONADA EN TELA 100% POLIÉSTER, CUELLO TIPO SPORT, ESCOTE EN “V”, CUATRO BOTONES AL FRENTE COLOR PLATA, PINZA EN LA PARTE TRASERA, PUÑOS FUSIONADOS CON UN BOTÓN DE AJUSTE COLOR PLATA PLIEGUES EN MANGA. SEGÚN MUESTRA BV30.",1,Pieza,VANITY,697.99,697.99,SPAHER,P,53101604
90,3,244,31,"BLUSA DE VESTIR PARA DAMA MANGA CORTA, COLOR BLANCO, LÍNEAS EN COLOR ROJO Y GLITTER, CONFECCIONADA EN TELA 50% ALGODÓN 50% POLIÉSTER CUELLO TIPO ""V"" DOS PINZAS A LA ALTURA DEL PECHO, DOS PINZAS EN LA PARTE TRASERA. SEGÚN MUESTRA BV42.",1,Pieza,"NEW FROM",696.06,696.06,SPAHER,P,53101604
91,3,244,32,"BLUSA DE VESTIR PARA DAMA, COLOR VERDE, COMPOSICIÓN 100% POLIÉSTER, MANGA CORTA CON OLÁNES, ESCOTE EN “V” CON CINTA DE AJUSTE, PLIEGUES AL FRENTE A LA ALTURA DEL PECHO, BOTONES DECORATIVOS EN ESCOTE, FALDÓN SEMI CURVO. SEGÚN MUESTRA BV57.",1,Pieza,ZUCCA,694.06,694.06,SPAHER,P,53101604
92,3,244,33,"BLUSA DE VESTIR PARA DAMA COLOR BLANCO, MANGA LARGA CONFECCIONADA EN TELA 70% POLIÉSTER 30% ALGODÓN, CUELLO TIPO SPORT CON ESCOTE EN ""V"" BIES COLOR BLANCO CON DETALLES PUNTEADO MULTICOLOR, CINCO BOTONES AL FRENTE PARA AJUSTE Y BOTÓN DE REPUESTO, BOLSA EN PECHO LADO IZQUIERDO, DOS PINZAS AL FRENTE Y DOS PINZAS EN PARTE TRASERA. MANGA FUSIONADA CON 3 BOTONES DE AJUSTE, DETALLE EN MANGA PUNTEADO MULTICOLOR, PLIEGUES EN MANGA, APERTURA AL COSTADO. SEGÚN MUESTRA BV69.",1,Pieza,LANGIANI,706.05,706.05,SPAHER,P,53101604
93,3,244,34,"BLUSA DE VESTIR PARA DAMA, MANGA CORTA TIPO TULIPÁN, COLOR MIL RAYAS AZUL CIELO, CONFECCIONADA EN TELA 100% POLIÉSTER, CUELLO FUSIONADO, SEIS BOTONES DE AJUSTE AL FRENTE, Y BOTÓN DE REPUESTO, DOS PINZAS AL FRENTE Y DOS EN ESPALDA, CORTE CON SILUETA, FALDÓN CURVO. SEGÚN MUESTRA BV79.",1,Pieza,LORETTA,697.99,697.99,SPAHER,P,53101604
94,3,244,35,"BLUSA DE MEZCLILLA MANGA LARGA PARA DAMA EN COLOR AZUL CLARO, CONFECCIONADA 100% ALGODÓN, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO, FALDÓN CURVO, SIETE BOTONES EN LA PARTE DELANTERA, CUELLO SPORT, ALETILLA, PINZAS DELANTERAS Y TRASERAS. SEGÚN MUESTRA BM01.",1,Pieza,"MASSIMO SALVATORE",331.14,331.14,SPAHER,P,53101604
95,4,244,36,"CHAMARRA DE CABALLERO COLOR AZUL MARINO, CONFECCIONADO EN TELA 100% POLIÉSTER, FORRO POLIÉSTER, DOS BOLSILLOS DELANTEROS A LA ALTURA DEL ABDOMEN, CIERRE DE CARRO METÁLICO AL FRENTE, CUELLO TIPO SPORT FUSIONADO CON BOTÓN DE AJUSTE PLÁSTICO, PUÑOS FUSIONADOS CON BOTÓN DE AJUSTE PLÁSTICO, PRETINA CON RESORTE, BOLSILLO INTERNO OCULTO LADO IZQUIERDO A LA ALTURA DEL PECHO. SEGÚN MUESTRA CHC03.",1,Pieza,"ROCK HAMPTON",919.07,919.07,SPAHER,P,53101802
96,4,244,37,"CHAMARRA DE CABALLERO COLOR AZUL MARINO CON DETALLE EN LÍNEAS PUNTEADAS, CONFECCIONADA EN TELA 100% POLIÉSTER, REPELENTE AL AGUA, FORRO POLIÉSTER, DOS BOLSILLOS DELANTEROS A LA ALTURA DEL ABDOMEN, CIERRE DE CARRO METÁLICO AL FRENTE, TEJIDO EN PUÑOS Y PRETINA COLOR GRIS, ROJO Y MARINO, BOLSA OCULTA LADO IZQUIERDO A LA ALTURA DEL ABDOMEN, CUELLO ALTO. SEGÚN MUESTRA CHC08.",1,Pieza,"ROCK HAMPTON",958.65,958.65,SPAHER,P,53101802
97,4,244,38,"CHAMARRA DE CABALLERO COLOR AZUL MARINO CON DETALLE EN LÍNEAS PUNTEADAS, CONFECCIONADA EN TELA 100% POLIÉSTER, FORRO POLIÉSTER, DOS BOLSILLOS DELANTEROS A LA ALTURA DEL ABDOMEN, CIERRE DE CARRO METÁLICO AL FRENTE, TEJIDO EN PUÑOS Y PRETINA COLOR AZUL MARINO, BOLSA OCULTA LADO IZQUIERDO A LA ALTURA DEL ABDOMEN, CUELLO ALTO. SEGÚN MUESTRA CHC16.",1,Pieza,PRESLOW,959.83,959.83,SPAHER,P,53101802
98,4,244,39,"CHAMARRA DE CABALLERO COLOR AZUL ACERO, CONFECCIONADO EN TELA 100% POLIÉSTER, REPELENTE AL AGUA, FORRO POLIÉSTER, DOS BOLSILLOS DELANTEROS A LA ALTURA DEL ABDOMEN, CIERRE DE CARRO METÁLICO AL FRENTE, TEJIDO EN CUELLO PUÑOS Y PRETINA, BOLSA OCULTA LADO IZQUIERDO A LA ALTURA DEL PECHO. SEGÚN MUESTRA CHC21.",1,Pieza,"ROCK HAMPTON",915.31,915.31,SPAHER,P,53101802
99,4,244,40,"CHAMARRA PARA DAMA COLOR OLIVO, CONFECCIONADA EN TELA 100% POLIÉSTER, REPELENTE AL AGUA, FORRO POLIÉSTER, DOS BOLSILLOS AL FRENTE TIPO FLAP CON DOS BROCHES METÁLICOS CADA UNO, CIERRE DE CARRO METÁLICO AL FRENTE, CUELLO ALTO, GORRO CON AJUSTE ELÁSTICO CON TOPE PLÁSTICO EN CUELLO. SEGÚN MUESTRA CHD04.",1,Pieza,"ROCK HAMPTON",944.38,944.38,SPAHER,P,53101804
100,4,244,41,"CHAMARRA DE DAMA COLOR AZUL ACERO, CONFECCIONADA EN TELA 100% POLIÉSTER, REPELENTE AL AGUA, FORRO POLIÉSTER, CAPITONEADO EN HORIZONTAL, DOS BOLSILLOS DELANTEROS CON DOS BROCHES METÁLICOS CADA BOLSA, CIERRE DE CARRO METÁLICO AL FRENTE, AJUSTE ELÁSTICO CON TOPE EN GORRO, CIERRES Y BROCHE METÁLICO PARA DESMONTAR. SEGÚN MUESTRA CHD06.",1,Pieza,PRESLOW,944.38,944.38,SPAHER,P,53101804
101,4,244,42,"CHAMARRA PARA DAMA COLOR BEIGE, CONFECCIONADA EN TELA POLIAMIDA REPELENTE AL AGUA, FORRO POLIAMIDA, RELLENO POLIÉSTER, CAPITONEADO HORIZONTAL, DOS BOLSILLOS AL FRENTE, CIERRE DE CARRO METÁLICO AL FRENTE, CUELLO ALTO, CORTE CON SILUETA, BOLSA OCULTA A LA ALTURA DEL ABDOMEN DE LADO DERECHO, BOLSA PARA FACILITAR SU GUARDADO. SEGÚN MUESTRA CHD11.",1,Pieza,ALYSH,966.89,966.89,SPAHER,P,53101804
102,4,244,43,"CHAMARRA PARA DAMA COLOR AZUL CIELO, CONFECCIONADA EN TELA 100% POLIAMIDA, REPELENTE AL AGUA, FORRO POLIAMIDA, RELLENO POLIÉSTER, CAPITONEADO HORIZONTAL, DOS BOLSILLOS AL FRENTE CON DOS BROCHES DE PRESIÓN EN CADA BOLSA COLOR CIELO, CIERRE DE CARRO METÁLICO AL FRENTE, CUELLO ALTO. SEGÚN MUESTRA CHD15.",1,Pieza,ALYSH,918.10,918.10,SPAHER,P,53101804
103,4,244,44,"CHALECO PARA CABALLERO COLOR CAFÉ CLARO, CONFECCIONADO EN TELA 100% POLIÉSTER, FORRO POLIÉSTER, CAPITONEADO HORIZONTAL, CUELLO ALTO, DOS BOLSILLOS AL FRENTE A LA ALTURA DEL ABDOMEN, CIERRE DE CARRO METÁLICO AL FRENTE. SEGÚN MUESTRA CHALC04",1,Pieza,PRESLOW,795.50,795.50,SPAHER,P,53103100
104,4,244,45,"CHALECO PARA CABALLERO COLOR OLIVO, FORRO POLIÉSTER, CONFECCIONADO EN TELA 100% POLIÉSTER, CAPITONEADO EN ROMBOS, CUELLO ALTO, DOS BOLSILLOS AL FRENTE A LA ALTURA DEL ABDOMEN, CIERRE DE CARRO METÁLICO AL FRENTE, BOLSA OCULTA DE LADO IZQUIERDO A LA ALTURA DEL ABDOMEN. SEGÚN MUESTRA CHALC09.",1,Pieza,PRESLOW,795.50,795.50,SPAHER,P,53103100
105,4,244,46,"CHALECO PARA CABALLERO COLOR AZUL ACERO, FORRO POLIÉSTER AFELPADO, CONFECCIONADO EN TELA 100% POLIÉSTER, BOLSAS AL FRENTE A LA ALTURA DEL ABDOMEN, CUELLO ALTO, CIERRE DE CARRO METÁLICO AL FRENTE, REPELENTE AL AGUA. SEGÚN MUESTRA CHALC13.",1,Pieza,PRESLOW,836.05,836.05,SPAHER,P,53103100
106,4,244,47,"CHALECO PARA DAMA COLOR OLIVO, CONFECCIONADO EN TELA 100% POLIÉSTER, FORRO POLIÉSTER, CORTE CON SILUETA, CAPITONEADO HORIZONTAL, BOLSAS AL FRENTE A LA ALTURA DEL ABDOMEN, CIERRE DE CARRO METÁLICO AL FRENTE, CUELLO TIPO MAO, CON RESORTE EN LA PARTE DE ATRÁS, REPELENTE AL AGUA. SEGÚN MUESTRA CHALD06.",1,Pieza,PRESLOW,818.66,818.66,SPAHER,P,53103100
107,4,244,48,"CHALECO PARA DAMA COLOR ARENA, CONFECCIONADO EN TELA 100% POLIÉSTER, FORRO POLIÉSTER AFELPADO, CAPITONEADO HORIZONTAL, BOLSAS AL FRENTE A LA ALTURA DEL ABDOMEN, CIERRE DE CARRO METÁLICO AL FRENTE, CUELLO ALTO. SEGÚN MUESTRA CHALD12.",1,Pieza,PRESLOW,821.01,821.01,SPAHER,P,53103100
108,4,244,49,"CHALECO PARA DAMA COLOR VERDE, CONFECCIONADO EN TELA 100% POLIÉSTER, FORRO POLIÉSTER, CAPITONEADO EN ROMBOS, DOS BOLSILLOS AL FRENTE CON CIERRE Y BIES PLÁSTICO A LA ALTURA DEL ABDOMEN, CIERRE DE CARRO METÁLICO CON BIES PLÁSTICO EN COLOR NEGRO AL FRENTE, AJUSTE ELÁSTICO EN CINTURA CON TOPE METÁLICO, CUELLO TIPO SPORT. SEGÚN MUESTRA CHALD20.",1,Pieza,SHYLA,799.83,799.83,SPAHER,P,53103100
109,4,244,50,"CHALECO TIPO REPORTERO UNISEX COLOR CAQUI, CONFECCIONADO EN TELA GABARDINA 100% ALGODÓN, CIERRE AL FRENTE, CATORCE BOLSILLOS AL FRENTE, CUATRO CON CIERRE, DIEZ CON BROCHE DE PRESIÓN, UNO EN ESPALDA CON CIERRE Y TRES AL INTERIOR, DOS CON CIERRE Y UNO CON BROCHE DE PRESIÓN. SEGÚN MUESTRA CHALR01.",1,Pieza,S/M,528.08,528.08,SPAHER,P,53103100
110,4,244,51,"SUÉTER PARA DAMA TIPO SACO EN COLOR AZUL MARINO, CONFECCIONADO EN TELA 100% ACRÍLICO, CORTE CON SILUETA, DOS BOLSAS AL FRENTE, TRES BOTONES PLÁSTICOS AL FRENTE, CUELLO EN ""V"" MEDIA SOLAPA, DOS BOTONES PLÁSTICOS EN LA ESPALDA, APERTURA EN FALDÓN TRASERO. SEGÚN MUESTRA SW02.",1,Pieza,S/M,481.45,481.45,SPAHER,P,53101704
111,4,244,52,"BLAZER PARA DAMA COLOR AZUL MARINO, CONFECCIONADO EN TELA 100% POLIÉSTER, FORRO 100% POLIÉSTER, DOS BOLSAS SIMULADAS AL FRENTE TIPO OJAL, UN BOTÓN DE AJUSTE, PINZAS AL FRENTE Y ESPALDA, TRES BOTONES DE ADORNO EN CADA PUÑO. SEGÚN MUESTRA BL01.",1,Pieza,VANITY,812.87,812.87,SPAHER,P,53101800
112,5,244,53,"ZAPATO DE VESTIR PARA CABALLERO COLOR NEGRO, CORTE VACUNO ACABADO PIEL LISA, FORRO TEXTIL, SUELA SINTÉTICA COLOR NEGRO, PLANTILLA DE RES, OCHO OJILLOS PERFORADOS, AJUSTE DE AGUJETAS COLOR NEGRO, DETALLES PERFORADOS EN CHALECO Y PUNTA, PESPUNTES VISIBLES, PUNTA OVALADA. SEGÚN MUESTRA ZC06.",1,Par,Flexi,946.76,946.76,UNIFORMA,A,53111600
