dependencia_id,delegacion_id
2,1
2,2
2,3
2,4
2,5
2,6
2,7
26,131
26,132
27,14
27,69
27,133
27,134
36,137
36,138
39,139
39,140
39,141
39,142
39,143
39,144
39,145
39,146
40,50
40,147
40,148
40,149
46,152
46,153
53,156
