id,partida_id,tipo_partida_especifica_id,lote,descripcion,marca,unidad_medida,codigo,medida,origen,legacy_propuesta_id,created_at,updated_at
222,46,1,,"CAMISA DE VESTIR MANGA LARGA PARA CABALLERO COLOR AZUL GRISASEO, DISEÑO JASPEADO, COMPOSICIÓN 60% POLIESTER 40%  ALGODÓN, CUELLO FUSIONADO CON DOS BOTONES DE AJUSTE, PU?OS FUSIONADOS CON DOBLE BOTÓN DE AJUSTE, SIETE BOTONES DE AJUSTE EN COLOR BLANCO, FALD?N CURVO,DOS BOTONES DE REPUESTO, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO, SEGÚN MUESTRA CV11.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
223,46,1,,"CAMISA DE VESTIR MANGA LARGA PARA CABALLERO COLOR MENTA, DISEÑO TIPO JASPEADO, COMPOSICIÓN 60% POLIESTER 40%  ALGODÓN, CUELLO TIPO MAO, PU?OS FUSIONADOS CON DOBLE BOTÓN DE AJUSTE, SIETE BOTONES DE AJUSTE EN COLOR BLANCO, FALD?N CURVO, UN BOTÓN DE REPUESTO, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO, SEGÚN MUESTRA CV16.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
224,46,1,,"CAMISA DE VESTIR MANGA LARGA PARA CABALLERO COLOR BLANCA, DISEÑO A CUADROS EN COLOR LILA, COMPOSICIÓN 60% POLIESTER 40%  ALGODÓN, CUELLO FUSIONADO, PU?OS FUSIONADOS CON DOBLE BOTÓN DE AJUSTE, SIETE BOTONES DE AJUSTE EN COLOR UVA, FALD?N CURVO, DOS BOTONES DE REPUESTO, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO, SEGÚN MUESTRA CV14.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
225,47,1,,"CAMISA DE VESTIR MANGA LARGA PARA CABALLERO COLOR NEGRO, DISEÑO LISO, COMPOSICIÓN 60% POLIESTER 40%  ALGODÓN, CUELLO FUSIONADO CON DOS BOTONES DE AJUSTE, PU?OS FUSIONADOS CON DOBLE BOTÓN DE AJUSTE, SIETE BOTONES DE AJUSTE EN COLOR NEGRO, FALD?N CURVO, DOS BOTONES DE REPUESTO, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO, SEGÚN MUESTRA CV23.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
226,47,1,,"CAMISA DE VESTIR MANGA LARGA PARA CABALLERO COLOR BLANCO, DISEÑO DE CUADROS EN COLOR AZUL MARINO, COMPOSICIÓN 60% POLIESTER 40%  ALGODÓN, CUELLO FUSIONADO CON DOS BOTONES DE AJUSTE, PU?OS FUSIONADOS CON DOBLE BOTÓN DE AJUSTE, SIETE BOTONES DE AJUSTE EN COLOR BLANCO, FALD?N CURVO, DOS BOTONES DE REPUESTO, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO, SEGÚN MUESTRA CV25.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
227,47,1,,"CAMISA DE VESTIR MANGA LARGA PARA CABALLERO COLOR AZUL MARINO, DISEÑO LISO, COMPOSICIÓN 60% POLIESTER 40%  ALGODÓN, CUELLO FUSIONADO CON DOS BOTONES DE AJUSTE, PU?OS FUSIONADOS CON DOBLE BOTÓN DE AJUSTE, SIETE BOTONES DE AJUSTE EN COLOR AZUL MARINO, FALD?N CURVO, DOS BOTONES DE REPUESTO, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO, SEGÚN MUESTRA CV24.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
228,47,1,,"CAMISA DE VESTIR MANGA LARGA PARA CABALLERO COLOR AZUL CIELO, ESTAMPADO A CUADROS EN COLOR CORAL AZUL MARINO, BLANCO Y SALMON, COMPOSICIÓN 60% POLIESTER 40%  ALGODÓN, CUELLO FUSIONADO CON DOS BOTONES DE AJUSTE, PU?OS FUSIONADOS CON DOBLE BOTÓN DE AJUSTE, SIETE BOTONES DE AJUSTE EN COLOR BLANCO, FALD?N CURVO, DOS BOTONES DE REPUESTO, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO, SEGÚN MUESTRA CV26.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
229,48,1,,"CAMISA DE VESTIR MANGA LARGA PARA CABALLERO COLOR BLANCO, ESTAMPADO DE LINEAS EN COLOR AZUL FRANCIA, AZUL REY  Y AZUL MARINO, COMPOSICIÓN 60% POLIESTER 40%  ALGODÓN, CUELLO FUSIONADO, PU?OS FUSIONADOS CON DOBLE BOTÓN DE AJUSTE, SIETE BOTONES DE AJUSTE EN COLOR AZUL FRANCIA, FALD?N CURVO, DOS BOTONES DE REPUESTO, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO, SEGÚN MUESTRA CV36.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
230,48,1,,"CAMISA DE VESTIR MANGA LARGA PARA CABALLERO COLOR BLANCO, DISEÑO A CUADROS EN COLOR LILA,  AZUL CIELO Y AZUL MARINO, COMPOSICIÓN 60% POLIESTER 40%  ALGODÓN, CUELLO FUSIONADO, PU?OS FUSIONADOS CON DOBLE BOTÓN DE AJUSTE, SIETE BOTONES DE AJUSTE EN COLOR UVA, FALD?N CURVO, DOS BOTONES DE REPUESTO, BOLSILLO A LA ALTURA DEL PECHO LADO IZQUIERDO, SEGÚN MUESTRA CV35.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
231,49,1,,"FALDA DE VESTIR PARA DAMA COLOR NEGRO COMPOSICIÓN 65% POLIESTER 35% ACRILICO,  FORRO INTERIOR, CORTE RECTO,  DOS PINZAS AL FRENTE Y ATRAS, ABERTURA TRASERA, CIERRE  DE CARRO METALICO EN LA PARTE DE ATRÁS, PRETINA ANCHA . SEGÚN MUESTRA FV02.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
232,49,1,,"FALDA DE VESTIR PARA DAMA COLOR LIRIO, COMPOSICIÓN 100% POLIESTER, CORTE RECTO, PINZAS  TRASERAS A LA ALTURA DE LA CADERA, ABERTURA TRASERA, BOLSAS LATERALES, CIERRE DE CARRO METALICON CON BOTON DE AJUSTE EN LA PARTE DE ATRAS. SEGÚN MUESTRA FV01.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
233,50,1,,"JUEGO DEPORTIVO PARA CABALLERO COMPOSICIÓN EN TELA 100% POLIESTER; COMPUESTO DE CHAMARRA EN COLOR NESGRO,CON DOS BOLSAS AL FRENTE A LA ALTURA DEL ABDOMEN TIPO OJAL, CIERRE AL FRENTE, GORRO; PANTS COLOR  NEGRO, DOS BOLSAS LATERALES, RESORTE EN LA CINTURA,CORTE RECTO. SEGUN MUESTRA JPC03",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
234,51,1,,"JUEGO DEPORTIVO PARA CABALLERO COMPOSICIÓN EN TELA 100% POLIESTER; COMPUESTO DE CHAMARRA EN COLOR NEGRO,CON DOS BOLSAS AL FRENTE A LA ALTURA DEL ABDOMEN TIPO OJAL, CUELLO ALTO,CIERRE AL FRENTE, GORRO; PANTS COLOR  GRIS, DOS BOLSAS LATERALES, RESORTE EN LA CINTURA,CORTE RECTO. SEGUN MUESTRA JPC05",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
235,52,1,,"JUEGO DEPORTIVO PARA DAMA EN COLOR NEGRO, CONFECCIONADO EN TELA 100% POLIESTER; CHAMARRA CON DOS BOLSILLOS AL FRENTE TIPO CANGURO, CIERRE AL FRENTE,GORRO,PANTS COLOR NEGRO, AJUSTE ELASTICO EN CINTURA, DOS BOLSAS LATERALES. SEGÚN MUESTRA JPD03",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
236,53,1,,"JUEGO DEPORTIVO PARA DAMA EN COLOR MARINO , CONFECCIONADO EN TELA 100% POLIESTER; CHAMARRA CON DETALLES AL FRENTE EN COLOR VERDE FOSFORECENTE CON DOS BOLSILLOS AL FRENTE TIPO OJAL, CIERRE AL FRENTE,GORRO,PANTS COLOR MARINO, AJUSTE ELASTICO EN CINTURA, DOS BOLSAS LATERALES. SEGÚN MUESTRA JPD04",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
237,53,1,,"JUEGO DEPORTIVO PARA DAMA EN COLOR AZUL REY OSCURO,COMPOSICIÓN EN TELA 100% POLIESTER,CHAMARRA CON DOS BOLSILLOS AL FRENTE A LA ALTURA DEL ABDOMEN,TIPO OJAL, CIERRE AL FRENTE, GORRO; PANTS COLOR AZUL REY OSCURO, DOS BOLSAS LATERALES, RESORTE EN LA CINTURA. SEGUN MUESTRA JPD06",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
238,54,1,,"PANTALON DE GABARDINA PARA CABALLERO COLOR CAMEL, 98% ALGODÓN 2% ELASTANO, CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS,  CIERRE DE CARRO METALICO EN BRAGUETA Y BOTON METALICO PARA AJUSTE, CORTE SLIM, TIRO CORTO, VALENCIANA SEMI AJUSTADA, PIERNA AJUSTADA, CINCO PRESILLAS, REMACHES METALICOS EN LOS BOLSILLOS FRONTALES. SEGÚN MUESTRA PGC06.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
239,54,1,,"PANTALON DE GABARDINA PARA CABALLERO COLOR KAKI, CONFECCIONADO EN 98% ALGODÓN 2% ELASTANO, CUATRO BOLSILLOS, DOS AL FRENTE DIAGONALES Y DOS TRASEROS TIPO OJAL, TIRO  MEDIO, CORTE RECTO, PIERNA Y VALENCIANA RELAJADA, CIERRE DE CARRO  METALICO EN BRAGUETA Y BOTON PLASTICO PARA AJUSTE, CINCO PRESILLAS. SEGÚN MUESTRA PGC02",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
240,55,1,,"PANTALON DE GABARDINA PARA CABALLERO COLOR VERDE OLIVO, 98% ALGODÓN 2% ELASTANO,  CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS,  CIERRE DE CARRO METALICO EN BRAGUETA Y BOTON METALICO PARA AJUSTE, CORTE SLIM, TIRO CORTO, VALENCIANA SEMI AJUSTADA, PIERNA AJUSTADA, CINCO PRESILLAS, REMACHES METALICOS EN LOS BOLSILLOS FRONTALES. SEGÚN MUESTRA PGC09.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
241,55,1,,"PANTALON DE GABARDINA PARA CABALLERO COLOR KAKI, 98% ALGODÓN 2% ELASTANO, CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS,  CIERRE DE CARRO METALICO EN BRAGUETA Y BOTON METALICO PARA AJUSTE, CORTE SLIM, TIRO CORTO, VALENCIANA SEMI AJUSTADA, PIERNA AJUSTADA, CINCO PRESILLAS, REMACHES METALICOS EN LOS BOLSILLOS FRONTALES. SEGÚN MUESTRA PGC07.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
242,55,1,,"PANTALON DE GABARDINA PARA CABALLERO COLOR GRIS, COMPOSICIÓN 56% ALGODÓN 44% POLIESTER, CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS, CIERRE DE CARRO METALICO, EN BRAGUETA Y BOTÓN METÁLICO PARA AJUSTE, REMACHES METÁLICOS EN BOLSILLOS DELANTEROS, CORTE REGULAR, CINTURA ALTA, PIERNA RELAJADA Y VALENCIANA PARA BOTA, CINCO PRESILLAS. SEGÚN MUESTRA PGC11",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
243,56,1,,"PANTALON DE GABARDINA PARA CABALLERO COLOR TABACO, COMPOSICIÓN 98% ALGODÓN 2% ELASTANO, CUATRO BOLSILLOS:  DOS AL FRENTE DIAGONALES Y DOS ATRAS TIPO OJAL CON BOTON, CIERRE DE CARRO METALICO EN BRAGUETA Y BOTÓN PLASTICO PARA AJUSTE, CORTE SLIM, PIERNA Y VALENCIANA SEMI JUSTO, CINCO PRESILLAS. SEGÚN MUESTRA PGC19",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
244,57,1,,"PANTALON DE GABARDINA PARA CABALLERO COLOR GRIS OXFORD, COMPOSICION 100% ALGODÓN , CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS, CORTE RECTO, CINTURA ALTA, PIERNA Y VALENCIANA RELAJADA, CIERRE DE CARRO METALICO EN BRAGUETA Y BOTÓN METALICO PARA AJUSTE, CINCO PRESILLAS, REMACHES METALICOS EN BOLSILLOS DELANTEROS. SEGÚN MUESTRA PGC26",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
245,57,1,,"PANTALON DE GABARDINA PARA CABALLERO COLOR AZUL MARINO, COMPOSICION 98% ALGODÓN 2% ELASTANO, CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS, CORTE SLIM, PIERNA AJUSTADA, VALENCIANA SEMI AJUSTADA, CIERRE DE CARRO METALICO EN BRAGUETA Y BOTÓN METALICO, CINCO PRESILLAS, REMACHES METALICOS EN BOLSILLOS DELANTEROS. SEGÚN MUESTRA PGC23",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
246,58,1,,"PANTALON DE GABARDINA PARA DAMA, COLOR NEGRO, COMPOSICIÓN 97% ALGODÓN 3% ELASTANO, CINCO BOLSILLOS; TRES AL FRENTE Y DOS ATRÁS, CINTURA MEDIA, CORTE RECTO, PIERNA Y VALENCIANA RELAJADA, CIERRE DE CARRO METALICO  EN BRAGUETA, UN BOTÓN METÁLICO PARA AJUSTE, REMACHES METALICOS EN BOLSILLOS DELANTEROS, CINCO PRESILLAS. SEGÚN MUESTRA PGD04",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
247,59,1,,"PANTALÓN DE GABARDINA PARA DAMA, COLOR AZUL MARINO, COMPOSICIÓN 97% ALGODÓN 3% ELASTANO, DOS BOLSILLOS EN DIAGONAL AL FRENTE, DOS BOLSAS SIMULADAS ATRÁS TIPO OJAL, CORTE SKINNY, PIERNA Y VALENCIANA AJUSTADA,  CIERRE DE CARRO  METALICO EN BRAGUETA, UN BOTON DE PL?STICO PARA AJUSTE, CINCO PRESILLAS. SEGUN MUESTRA PDG07",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
248,59,1,,"PANTALÓN DE GABARDINA PARA DAMA, COLOR NEGRO, COMPOSICIÓN 97% ALGODÓN 3% ELASTANO, DOS BOLSILLOS EN DIAGONAL AL FRENTE, DOS BOLSAS SIMULADAS ATRÁS TIPO OJAL, CORTE SKINNY, PIERNA Y VALENCIANA AJUSTADA,  CIERRE DE CARRO  METALICO EN BRAGUETA, UN BOTON DE PL?STICO PARA AJUSTE, CINCO PRESILLAS. SEGUN MUESTRA PDG08",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
249,60,1,,"PANTALON DE GABARDINA PARA DAMA, COLOR AZUL MARINO, COMPOSICIÓN 97% ALGODÓN 3% ELASTANO, CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRÁS,  CORTE SKINNY, CINTURA MEDIA, PIERNA Y VALENCIANA AJUSTADA,SISTEMA PUSH UP, CIERRE DE CARRO  METALICO EN BRAGUETA, UN BOTON METÁLICO PARA AJUSTE, REMACHES METALICOS EN BOLSILLOS DELANTEROS, CINCO PRESILLAS. SEGÚN MUESTRA PDG09",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
250,61,1,,"PLAYERA TIPO POLO PARA DAMA COLOR AZUL MARINO, COMPOSICIÓN EN 50% ALGODÓN 50% POLIESTER, MANGA CORTA, 3 BOTONES AL FRENTE, TEJIDO EN CUELLOS Y PU?O, DISEÑO BORDADO EN PECHO IZQUIERDO COLOR GRIS. SEGÚN MUESTRA PLD01.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
251,62,1,,"PANTALÓN DE MEZCLILLA CABALLERO,COLOR NEGRO, COMPOSICIÓN 100% ALGODÓN,CINCO BOLSILLOS: TRES AL FRENTE  Y DOS ATRAS, CINTURA MEDIA, CORTE RECTO, CIERRE DE CARRO  METALICO EN BRAGUETA Y BOTON METALICO PARA AJUSTE, SEIS PRESILLAS EN COLOR NEGRO. SEGUN MUESTRA PMC05",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
252,63,1,,"PANTALÓN DE MEZCLILLA PARA CABALLERO, COLOR STONE, COMPOSICIÓN 98% ALGODÓN 2% ELASTANO, CUATRO BOLSILLOS:DOS AL FRENTE  Y DOS ATRAS, TIRO BAJO, PIERNA AJUSTADA, VALENCIANA SEMI AJUSTADA, CORTE SLIM, CIERRE DE CARRO METALICO EN BRAGUETA, UN BOTON METALICO PARA AJUSTE, REMACHES METALICOS EN BOLSILLOS DELANTEROS, SEIS PRESILLAS. SEGUN MUESTRA PMC08",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
253,63,1,,"PANTALÓN DE MEZCLILLA PARA CABALLERO, COLOR INDIGO OBSCURO, COMPOSICIÓN 99% ALGODÓN 1% ELASTANO, CUATRO BOLSILLOS: TRES AL FRENTE  Y DOS ATRAS, CORTE SEMI AJUSTADO, CIERRE DE CARRO METALICO EN BRAGUETA, UN BOTON METALICO PARA AJUSTE, REMACHES METALICOS EN BOLSILLOS DELANTEROS, SEIS PRESILLAS. SEGUN MUESTRA PMC09",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
254,64,1,,"PANTALON DE MEZCLILLA PARA CABALLERO, COLOR NEGRO, COMPOSICION  84% ALGODÓN,14% POLIESTER 2% ELASTANO,  CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS, CORTE AJUSTADO, TIRO BAJO, VALENCIANA AJUSTADA, PIERNA AJUSTADA, CIERRE DE CARRO METALICO EN BRAGUETA, UN BOTON METALICO PARA AJUSTE, REMACHES METALICOS EN BOLSILLOS DELANTEROS, SEIS PRESILLAS. SEGÚN MUESTRA PMC14",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
255,64,1,,"PANTALON DE MEZCLILLA PARA CABALLERO, COLOR INDIGO JASPEADO, COMPOSICIÓN 99% ALGODÓN 1% ELASTANO, CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS, CORTE AJUSTADO, TIRO BAJO, VALENCIANA AJUSTADA, PIERNA AJUSTADA, CIERRE DE CARRO METALICO EN BRAGUETA, UN BOTON METALICO PARA AJUSTE, REMACHES METALICOS EN BOLSILLOS DELANTEROS, SEIS PRESILLAS. SEGÚN MUESTRA PMC12",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
256,64,1,,"PANTALON DE MEZCLILLA PARA CABALLERO, COLOR AZUL, COMPOSICION  65% ALGODÓN,3%VISCOSA,2% ELASTANO,  CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS, CORTE AJUSTADO, TIRO BAJO, VALENCIANA AJUSTADA, PIERNA AJUSTADA, CIERRE DE CARRO METALICO EN BRAGUETA, UN BOTON METALICO PARA AJUSTE, REMACHES METALICOS EN BOLSILLOS DELANTEROS, SEIS PRESILLAS. SEGÚN MUESTRA PMC13",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
257,65,1,,"PANTALON DE MEZCLILLA PARA CABALLERO COLOR AZUL JASPEADO, COMPOSICION 99% ALGODÓN 1% ELASTANO, CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS, CIERRE DE CARRO METALICO EN BRAGUETA Y BOTON METALICO PARA JUSTE, CORTE SLIM, PIERNA AJUSTADA, VELANCIANA SEMI AJUSTADA, CON REMACHES METALICOS EN LOS BOLSILLOS  Y CINCO PRESILLAS.SEGUN MUESTRA PMC20.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
258,66,1,,"PANTALON DE MEZCLILLA PARA CABALLERO COLOR INDIGO, COMPOSICION 98% ALGODÓN 2% ELASTANO,CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS, CIERRE DE CARRO METALICO EN BRAGUETA Y BOTON METALICO PARA AJUSTE, CORTE SKINNY, PIERNA Y VALENCIA AJUSTADA,  CON REMACHES METALICOS EN LOS BOLSILLOS  Y CINCO PRESILLAS.SEGUN MUESTRA PMC26.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
259,67,1,,"PANTALON DE MEZCLILLA PARA DAMA COLOR AZUL INDIGO, COMPOSICION 98% ALGODÓN 2% ELASTANO, CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRÁS, TIRO MEDIO, CIERRE NDE CARRO METLICO EN BRAGUETA Y BOTON METÁLICO PARA AJUSTE, CORTE RECTO, PIERNA Y VALENCIANA RELAJADA, CON REMACHES METALICOS EN BOLSILLOS DELANTEROS, CINCO PRESILLAS, SEGÚN MUESTRA PMD01",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
260,67,1,,"PANTALON DE MEZCLILLA PARA DAMA COLOR AZUL MEDIO, COMPOSICION 83.5% ALGODÓN 14.5% POLIESTER 2% ELASTANO,CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRÁS, TIRO MEDIO, PIERNA Y VALENCIANA SEMI AJUSTADA, CIERRE DE CARRO METALICO EN BRAGUETA Y BOTON METÁLICO PARA AJUSTE, CORTE RECTO, CON REMACHES METALICOS EN BOLSILLOS DELANTEROS, SISTEMA PUSH UP, CINCO PRESILLAS,  SEGÚN MUESTRA PMD04",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
261,68,1,,"PANTALON DE MEZCLILLA PARA DAMA COLOR AZUL MARINO COMPOSICIÓN 87% ALGODÓN 11% POLIESTER 2% ELASTANO, CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRÁS, CINTURA ALTA, CIERRRE DE CARRO METALICO EN BRAGUETA Y DOS BOTONES METÁLICOS PARA AJUSTE, CORTE SKINNY, CON REMACHES METALICOS EN LOS BOLSILLOS DELANTEROS, PUSH UP, CINCO PRESILLAS, SEGUN MUESTRA PMD09",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
262,68,1,,"PANTALON DE MEZCLILLA PARA DAMA COLOR STONE, COMPOSICION 98% ALGODÓN 2% ELASTANO, CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRÁS, TIRO ALTO, PIERNA Y VALENCIANA SEMI AJUSTADA, CIERRE DE CARRO METALICO EN BRAGUETA Y BOTON METÁLICO PARA AJUSTR, CORTE SLIM, CON REMACHES METALICOS EN BOLSILLOS DELANTEROS, CINCO PRESILLAS, SEGÚN MUESTRA PMD06.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
263,69,1,,"PANTALON DE MEZCLILLA PARA DAMA COLOR NEGRO, COMPOSICIÓN 65.6% ALGODÓN 26.9% POLIESTER 3.4% VISCOSA 4.1% ELASTANO, CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS, CINTURA ALTA, CIERRE DE CARRO METALICO  EN BRAGUETA Y BOTON METALICO, CADERA, MUSLO Y TOBILLOS SEMI AJUSTADO, CORTE SUPER SKINNY, CON REMACHES METALICOS EN LOS BOLSILLOS DELANTEROS, SISTEMA PUSH UP, CINCO PRESILLAS SEGUN MUESTRA PMD20.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
264,69,1,,"PANTALON DE MEZCLILLA PARA DAMA COLOR STONE, COMPOSICIÓN 65.5% ALGODÓN 28.1% POLIESTER 3.1% VISCOSA 3.3% ELASTANO, CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS, CINTURA ALTA, CIERRE DE CARRO METALICO  EN BRAGUETA Y BOTON METALICO, CADERA, MUSLO Y TOBILLOS SEMI AJUSTADO, CORTE SUPER SKINNY, CON REMACHES METALICOS EN LOS BOLSILLOS DELANTEROS, SISTEMA PUSH UP, CINCO PRESILLAS SEGUN MUESTRA PMD19.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
265,69,1,,"PANTALON DE MEZCLILLA PARA DAMA COLOR AZUL CLARO, COMPOSICIÓN 83% ALGODÓN 16% POLIESTER 1% ELASTANO, CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS, CINTURA ALTA, CIERRE DE CARRO METALICO EN BRAGUETA, UN BOTÓN METALICO PARA JUSTE, CORTE RECTO, PIERNA Y VALENCIANA RELAJADA, CON REMACHES COLOR BRONCE EN BOLSILLOS DELANTEROS, CINCO PRESILLAS, SEGÚN MUESTRA PMD21.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
266,69,1,,"PANTALON DE MEZCLILLA PARA DAMA COLOR INDIGO, COMPOSICIÓN 83% ALGODÓN 16% POLIESTER 1% ELASTANO, CINCO BOLSILLOS: TRES AL FRENTE Y DOS ATRAS, CINTURA ALTA, CIERRE DE CARRO METALICO EN BRAGUETA, UN BOTÓN METALICO PARA JUSTE, CORTE RECTO, PIERNA Y VALENCIANA RELAJADA, CON REMACHES COLOR BRONCE EN BOLSILLOS DELANTEROS, CINCO PRESILLAS, SEGÚN MUESTRA PMD22.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
267,70,1,,"PANTALÓN DE VESTIR PARA CABALLERO COLOR NEGRO, COMPOSICIÓN 65% POLIESTER 35% VISCOSA, CUATRO BOLSILLOS, CIERRE EN LA BRAGUETA, CORTE RECTO, CINTURA REGULAR. SEGÚN MUESTRA PVC01.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
268,70,1,,"PANTALÓN DE VESTIR PARA CABALLERO COLOR AZUL MARINO, COMPOSICIÓN 65% POLIESTER 35% VISCOSA, CUATRO BOLSILLOS, CIERRE EN LA BRAGUETA, CORTE RECTO, CINTURA REGULAR. SEGÚN MUESTRA PVC02.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
269,71,1,,"PANTALÓN DE VESTIR PARA DAMA COLOR GRIS OXFORD, TOBILLO CON APERTURA, CONFECCIONADO EN TELA POLIESTER, CORTE RECTO, CINTURA MEDIA, CIERRE  DE CARRO METALICO Y BOTON PLASTICO PARA AJUSTE DE LA PRENDA AL FRENTE, SIN BOLSAS. SEGÚN MUESTRA PVD01.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
270,71,1,,"PANTALÓN DE VESTIR PARA DAMA COLOR AZUL MARINO, TOBILLO CON APERTURA, CONFECCIONADO EN TELA POLIESTER, CORTE RECTO, CINTURA MEDIA, CIERRE  DE CARRO METALICO Y BOTON PLASTICO PARA AJUSTE DE LA PRENDA AL FRENTE, SIN BOLSAS. SEGÚN MUESTRA PVD01.",,PZA,,,concentrado,,"2026-03-31 11:49:44","2026-03-31 12:17:50"
